Make,Model,Year,Price,Mileage,Body Type,Location,Anomaly_Score,Is_Anomaly
hyundai,santa-fe,2019,113149,81251,SUV,Ajman,0.18918312868533982,False
cadillac,escalade,2018,486151,209353,SUV,Dubai,0.14244858601658933,False
jeep,grand-cherokee,2009,98815,210959,SUV,Dubai,0.19929943097277492,False
chevrolet,equinox,2020,56169,278879,SUV,Dubai,0.16060709871394635,False
toyota,corolla,2011,46479,32368,Sedan,Dubai,0.1796025587290953,False
bmw,x5,2010,140940,108410,SUV,Dubai,0.20764208499234615,False
mini,countryman,2024,55071,179218,SUV,Dubai,0.14560488560351026,False
mercedes-benz,cla,2010,221778,163025,Sedan,Dubai,0.17371772515980066,False
porsche,carrera,2009,1732215,205076,Coupe,Dubai,-0.02592989412263691,True
dodge,charger,2015,239303,239712,Sedan,Dubai,0.1729749317411376,False
mercedes-benz,gle-class,2013,396688,126682,SUV,Dubai,0.17019601909042253,False
ford,mustang,2022,103895,75420,Sports Car,Dubai,0.1671827581019784,False
land-rover,range-rover-sport,2009,256834,153054,Crossover,Dubai,0.17189157203981553,False
hyundai,h1,2005,37726,81346,Van,Dubai,0.1460049060793992,False
ford,figo,2016,22999,158274,Sedan,Sharjah,0.19785909500686533,False
suzuki,jimny,2011,73430,159265,Coupe,Dubai,0.2047379875067043,False
mercedes-benz,g-class,2006,1223337,264221,SUV,Dubai,0.022878701998290563,False
rolls-royce,phantom,2013,1602300,153046,Coupe,Dubai,-0.02422965050999315,True
mercedes-benz,e-class-coupe,2007,64685,33364,Coupe,Sharjah,0.16792934552722205,False
toyota,land-cruiser,2008,54586,250367,SUV,Sharjah,0.18635531907207342,False
nissan,patrol,2017,69368,249620,SUV,Fujeirah,0.17656528905557511,False
toyota,hilux,2017,62482,89477,Van,Sharjah,0.2012652712115524,False
ferrari,f8-tributo-spider,2023,1866894,278524,Hard Top Convertible,Dubai,-0.05561670179977651,True
dodge,charger,2008,133542,220273,Coupe,Sharjah,0.17299830331646576,False
rover,other,2007,146243,76943,SUV,Sharjah,0.1600414945506159,False
lexus,rc-f,2019,98815,196696,Coupe,Dubai,0.18365912604363244,False
toyota,prado,2013,40459,137836,Other,Sharjah,0.2176456323836065,False
land-rover,range-rover,2013,1313367,278974,SUV,Dubai,0.027439434284714403,False
mercedes-benz,c-class,2006,98721,152294,Coupe,Sharjah,0.17060344951498918,False
ford,f-series-pickup,2020,141891,58968,Pick Up Truck,Dubai,0.16970867745311025,False
nissan,tiida,2018,11233,241466,Hatchback,Dubai,0.17356625244945068,False
bmw,z4,2010,75469,291776,Hard Top Convertible,Dubai,0.15558514558026998,False
bmw,x5,2021,380171,251303,SUV,Dubai,0.13261600486088604,False
volkswagen,touareg,2007,81971,15550,SUV,Dubai,0.1510294743174082,False
mitsubishi,canter,2011,97651,101818,Other,Dubai,0.20264765128599432,False
hyundai,tucson,2006,101064,270407,SUV,Sharjah,0.1415084959630999,False
mercedes-benz,glb,2014,261846,90139,SUV,Dubai,0.1654961077245441,False
land-rover,defender,2008,81334,159552,Other,Dubai,0.19192248527830424,False
infiniti,q80,2017,175352,174760,SUV,Sharjah,0.19046922835223368,False
mercedes-benz,s-class,2008,558513,197279,Sedan,Dubai,0.12944108113412456,False
chevrolet,camaro,2019,40715,51006,Coupe,Dubai,0.1628803836341856,False
nissan,altima,2006,54940,156876,Sedan,Dubai,0.16928392127816538,False
mercedes-benz,g-class,2010,884272,165759,SUV,Dubai,0.10819777354234228,False
mini,cooper,2017,39142,101386,Hatchback,Dubai,0.1999264035370329,False
bmw,5-series,2007,92974,206724,Sedan,Sharjah,0.17490897877582917,False
bmw,5-series,2005,148774,230242,Sedan,Dubai,0.1326839614890437,False
chevrolet,silverado,2015,32219,296814,Pick Up Truck,Ajman,0.12756403975699793,False
audi,a8,2012,46571,78199,Sedan,Dubai,0.20849336072193453,False
toyota,prado,2020,42967,129113,SUV,Dubai,0.20158509322895735,False
bentley,bentayga,2007,536208,46081,SUV,Dubai,0.02453399624285768,False
mercedes-benz,e-class,2024,44547,282640,Sedan,Dubai,0.1298336906041937,False
porsche,cayenne,2024,48087,98711,Crossover,Dubai,0.015012282961152645,False
bmw,4-series,2015,109054,255846,Sedan,Dubai,0.1818203541207269,False
toyota,hiace,2006,110237,21077,Van,Dubai,0.14642075148587086,False
volkswagen,touareg,2005,40843,186422,SUV,Dubai,0.16523553476093472,False
porsche,carrera,2021,155638,37477,Coupe,Dubai,0.03023073786128183,False
ford,explorer,2015,39054,219562,SUV,Dubai,0.20461543571348295,False
ford,mustang,2017,83362,244412,Soft Top Convertible,Dubai,0.1909977497987731,False
bmw,5-series,2006,59919,71333,Sedan,Dubai,0.16350731028695037,False
maybach,other,2006,1087120,78564,SUV,Dubai,0.004486382445682668,False
toyota,land-cruiser-76-series,2011,102946,43728,Pick Up Truck,Dubai,0.19416860451021944,False
mercedes-benz,s-class,2017,46316,56187,Sedan,Dubai,0.19976121518708473,False
toyota,camry,2017,19508,253971,Sedan,Dubai,0.17693799380617742,False
audi,q5,2024,81386,32969,SUV,Dubai,0.11185210117407463,False
land-rover,range-rover-sport,2018,68676,283331,SUV,Dubai,0.14510639426245076,False
mazda,6,2014,32884,239054,Sedan,Dubai,0.19370159731651693,False
ford,mustang,2020,72193,111243,Soft Top Convertible,Dubai,0.18632878896120803,False
gmc,yukon,2020,39057,204102,SUV,Abu Dhabi,0.17223467323400865,False
lexus,is-c,2006,76656,144382,Sedan,Sharjah,0.18509218498033259,False
toyota,land-cruiser,2016,337041,183339,Wagon,Dubai,0.17208217215956417,False
land-rover,range-rover-sport,2020,647500,163830,SUV,Dubai,0.1271357426061719,False
nissan,sunny,2024,26195,117827,Sedan,Abu Dhabi,0.1384064907556739,False
dodge,ram,2024,425004,299996,Pick Up Truck,Dubai,0.07171874737351003,False
ford,f-series-pickup,2008,236379,218786,Pick Up Truck,Dubai,0.17459637734145317,False
nissan,sunny,2007,24587,153508,Sedan,Dubai,0.17219162506106744,False
land-rover,range-rover-sport,2010,802937,93790,SUV,Dubai,0.11163453669416024,False
nissan,patrol,2024,80246,114079,SUV,Al Ain,0.138612978440059,False
infiniti,qx50,2013,52330,133247,SUV,Sharjah,0.21426820818176345,False
mercedes-benz,g-class,2013,251183,292146,SUV,Dubai,0.13156244428432884,False
porsche,panamera,2017,457891,26249,Sedan,Dubai,0.028793845962753473,False
mercedes-benz,m-class,2021,68548,27248,SUV,Dubai,0.16864370237562293,False
mercedes-benz,gle-coupe,2007,482356,235844,SUV,Dubai,0.12461078939758852,False
lincoln,mkx,2016,12943,221903,SUV,Dubai,0.19129328138214174,False
land-rover,defender,2021,220970,174024,Crossover,Dubai,0.1559981779250766,False
toyota,land-cruiser,2013,73936,247750,SUV,Sharjah,0.17833772123733277,False
kia,sorento,2006,72671,215815,SUV,Dubai,0.1754300698161234,False
mercedes-benz,e-class,2016,69370,154768,Sedan,Dubai,0.21705276038581112,False
dodge,ram,2006,84245,220454,Pick Up Truck,Al Ain,0.150489487990631,False
toyota,corolla,2015,66191,90167,Sedan,Abu Dhabi,0.21323138895588034,False
mazda,cx-9,2005,113169,268705,SUV,Dubai,0.1298243368951716,False
audi,a6,2016,49568,290171,Sedan,Abu Dhabi,0.15807135038468484,False
honda,accord,2013,47197,223419,Sedan,Dubai,0.19553326393526577,False
mercedes-benz,g-class,2017,1822518,273292,SUV,Dubai,-0.00018338602678469318,True
land-rover,range-rover-sport,2007,176193,206935,SUV,Dubai,0.1790663884790068,False
land-rover,range-rover,2005,203088,201875,SUV,Dubai,0.12814944223528257,False
nissan,murano,2017,17597,76914,Crossover,Dubai,0.20302673295435159,False
audi,rsq3,2013,348313,94411,SUV,Dubai,0.1420788371198291,False
mini,cooper,2010,24201,252262,Hatchback,Dubai,0.17506818061232327,False
toyota,hiace,2016,125808,183680,Van,Dubai,0.21683239175295793,False
jeep,wrangler-unlimited,2022,193764,80070,SUV,Dubai,0.17963817458798742,False
nissan,patrol,2018,112580,131674,SUV,Sharjah,0.19560896847608455,False
toyota,land-cruiser,2024,408243,233153,SUV,Sharjah,0.10899295524742236,False
mercedes-benz,c-class,2019,270943,89601,Sedan,Sharjah,0.15128299880961882,False
mercedes-benz,g-class,2015,943879,201832,SUV,Dubai,0.09977119857687633,False
mercedes-benz,c-class,2007,119067,136463,Sedan,Dubai,0.1796986248665871,False
dodge,charger,2019,75883,282683,Coupe,Sharjah,0.13823581287571157,False
mercedes-benz,s-class,2016,116394,195459,Sedan,Dubai,0.19470722806806495,False
ford,f-series-pickup,2024,228384,289207,Pick Up Truck,Dubai,0.1067106061137959,False
subaru,brz,2016,71699,55723,Coupe,Dubai,0.19123166236960315,False
renault,captur,2022,22376,247786,Hatchback,Abu Dhabi,0.16233453753496851,False
aston-martin,db11,2020,684375,69631,Coupe,Dubai,0.042448438802078714,False
nissan,patrol,2006,308846,226913,SUV,Dubai,0.132366732788761,False
mitsubishi,pajero,2012,58798,106426,SUV,Dubai,0.2100481806601795,False
land-rover,defender,2006,465173,103558,SUV,Dubai,0.11287835966933502,False
toyota,aurion,2020,40031,125134,Sedan,Abu Dhabi,0.20279690674568945,False
maserati,ghibli,2010,97068,185559,Sedan,Dubai,0.05808361979437071,False
mitsubishi,pajero,2018,44658,92870,SUV,Dubai,0.20995019201235793,False
audi,q7,2017,73243,275896,SUV,Dubai,0.18801354242336976,False
mercedes-benz,e-class,2016,368742,10258,Sedan,Dubai,0.08551327137245812,False
chevrolet,tahoe,2007,154488,288744,SUV,Abu Dhabi,0.12245907014484214,False
audi,rs6,2017,727007,65409,Wagon,Dubai,0.11515267274350038,False
nissan,sunny,2018,35066,20858,Sedan,Dubai,0.16882413004811347,False
toyota,yaris,2010,44959,296069,Hatchback,Dubai,0.13455379536902728,False
porsche,cayenne,2020,473488,69805,SUV,Dubai,0.03961691902194531,False
bentley,continental,2005,426027,82742,Coupe,Dubai,-0.042998929770357686,True
infiniti,g25,2009,41408,39753,Sedan,Abu Dhabi,0.1805168796994901,False
toyota,land-cruiser,2013,271674,73787,SUV,Dubai,0.18177838930958073,False
nissan,sunny,2012,29233,154578,Sedan,Dubai,0.19875895389327308,False
cadillac,escalade,2010,618270,247463,SUV,Dubai,0.12280174130228771,False
toyota,rav-4,2006,43580,227337,SUV,Dubai,0.16427928270226722,False
mercedes-benz,gl-class,2024,97427,17531,SUV,Sharjah,0.10383047493184017,False
lexus,ux-200,2006,162554,166253,Hatchback,Dubai,0.1523607688969228,False
chevrolet,camaro,2006,69966,293181,Sports Car,Dubai,0.13537779753236034,False
kia,sportage,2012,34193,96689,SUV,Dubai,0.20072348077079288,False
honda,hr-v,2020,53329,187933,SUV,Dubai,0.19487848576492417,False
mercedes-benz,glc,2005,405167,243293,SUV,Abu Dhabi,0.0806921200230476,False
mitsubishi,lancer,2007,28960,272591,Sedan,Dubai,0.14382749114452031,False
bmw,3-series,2007,22272,54147,Coupe,Dubai,0.1633977883338117,False
ford,edge,2007,35902,109163,SUV,Dubai,0.18806854591362632,False
nissan,pathfinder,2014,32534,284952,SUV,Sharjah,0.17057937742781076,False
nissan,sentra,2009,38730,176922,Sedan,Sharjah,0.19525043757350818,False
mercedes-benz,gle-class,2014,384698,113641,SUV,Dubai,0.16411804411052994,False
bmw,5-series,2018,73937,154670,Sedan,Sharjah,0.2015649623279278,False
jeep,wrangler,2008,93419,86952,SUV,Dubai,0.19631190829841166,False
jaguar,xf,2024,40582,281408,Sedan,Abu Dhabi,0.11709634599123508,False
porsche,panamera,2010,87427,200386,Sedan,Dubai,0.04955450931299432,False
mercedes-benz,g-class,2016,796626,56553,SUV,Dubai,0.09719868679492039,False
land-rover,range-rover,2020,223059,110164,SUV,Dubai,0.17398947283106003,False
volkswagen,id4,2015,114070,159679,Crossover,Dubai,0.2030105132905271,False
mercedes-benz,gle-coupe,2007,148944,41964,SUV,Dubai,0.16613819138721087,False
lexus,lx-series,2008,78339,219975,SUV,Sharjah,0.1721134128276386,False
dodge,charger,2019,164832,142261,Sedan,Dubai,0.18396677613444173,False
porsche,cayenne,2018,1066806,136962,SUV,Dubai,0.0360580527047073,False
mercedes-benz,s-class,2014,39627,188153,Sedan,Dubai,0.19331729751425136,False
lamborghini,gallardo,2018,273116,238262,Sports Car,Dubai,0.01994795459580856,False
mercedes-benz,cls-class,2016,14055,287311,Sedan,Dubai,0.15880585477334874,False
bmw,x5,2020,87728,156503,SUV,Dubai,0.1823428953523571,False
porsche,cayenne,2012,1019137,195597,SUV,Dubai,0.03656270391596084,False
maserati,ghibli,2018,170569,107409,Sedan,Dubai,0.06317400195476719,False
jeep,grand-cherokee,2009,146432,140427,SUV,Dubai,0.2047021273943504,False
mercedes-benz,s-class,2006,384297,48590,Sedan,Dubai,0.021587281564666494,False
lexus,rx-series,2018,156962,295149,SUV,Dubai,0.15757774419228576,False
mercedes-benz,c-class,2018,93216,79891,Sedan,Dubai,0.200698015911014,False
honda,odyssey,2024,25124,14234,Sedan,Sharjah,0.09936037723788071,False
hyundai,santa-fe,2020,55982,151309,SUV,Dubai,0.20145546684007953,False
nissan,armada,2016,25471,243952,Van,Sharjah,0.1691598592474386,False
mercedes-benz,e-class,2011,140941,154642,Sedan,Sharjah,0.19894085294293395,False
ford,edge,2021,41366,202245,SUV,Abu Dhabi,0.19451827494100898,False
jeep,wrangler,2005,97370,54843,SUV,Dubai,0.14475333105067056,False
dodge,ram,2006,414365,84171,SUV,Sharjah,0.09213761827834066,False
nissan,patrol,2019,59809,222510,SUV,Sharjah,0.1931729329106096,False
land-rover,range-rover-sport,2013,130276,113092,SUV,Dubai,0.2146206432864058,False
mercedes-benz,gle-class,2012,310304,174827,SUV,Dubai,0.17923540659119414,False
porsche,cayenne,2018,1039272,243029,SUV,Dubai,0.01970051274741369,False
nissan,murano,2018,28624,269954,SUV,Sharjah,0.18221225163557114,False
lexus,rx-series,2015,134252,186808,SUV,Dubai,0.19766264854781668,False
mitsubishi,pajero,2010,55551,54102,SUV,Dubai,0.18670434598656316,False
volvo,v-class,2016,49810,221539,Hatchback,Dubai,0.19604028826894287,False
lamborghini,aventador,2016,2511401,203984,Hard Top Convertible,Dubai,-0.0671472269326292,True
mercedes-benz,gle-class,2024,138895,240824,SUV,Dubai,0.14844778885074494,False
land-rover,range-rover,2006,210939,17647,Crossover,Dubai,0.11136123875245785,False
maserati,levante,2009,333262,253870,SUV,Dubai,0.031433935294009396,False
bmw,3-series,2016,22588,254886,Sedan,Dubai,0.1871869931196467,False
bmw,3-series,2019,53426,299373,Sedan,Dubai,0.1373433154057746,False
land-rover,range-rover,2007,170912,260967,SUV,Dubai,0.15246064810466908,False
land-rover,range-rover-sport,2021,63602,145529,SUV,Dubai,0.17799524595046057,False
toyota,highlander,2021,160278,107652,SUV,Sharjah,0.18864166308818886,False
dodge,ram,2013,380675,209915,SUV,Sharjah,0.16563306208854173,False
peugeot,308,2023,39726,42656,Hatchback,Dubai,0.14317403811360785,False
mercedes-benz,s-class,2011,799715,86175,Sedan,Dubai,0.11293929377964895,False
mercedes-benz,cls-class,2007,33229,196685,Sedan,Dubai,0.18471812883998145,False
mercedes-benz,c-class,2021,275324,208926,Sedan,Dubai,0.13796642165278705,False
toyota,corolla,2012,54697,36146,Sedan,Dubai,0.18162721758394018,False
land-rover,range-rover,2022,190988,71100,SUV,Dubai,0.16241037204290304,False
ford,bronco,2013,247487,184860,SUV,Dubai,0.19324703648780134,False
porsche,cayenne,2017,23379,110280,SUV,Dubai,0.04237909277965346,False
nissan,patrol,2024,173005,38929,SUV,Dubai,0.13604578284155416,False
porsche,cayenne,2014,71812,112893,SUV,Dubai,0.06261541664972681,False
kia,sportage,2021,21641,238009,SUV,Sharjah,0.17233741928844004,False
land-rover,range-rover,2015,539094,152947,SUV,Dubai,0.13517288671533334,False
mercedes-benz,e-class,2024,236572,138622,Sedan,Dubai,0.14367793005478624,False
bmw,x5,2011,247933,118736,SUV,Sharjah,0.19038547289378743,False
mitsubishi,montero-sport,2011,58165,252214,Crossover,Sharjah,0.19470926652133036,False
land-rover,range-rover,2016,359032,120580,SUV,Dubai,0.16413300088305094,False
audi,q8,2021,352539,150826,SUV,Abu Dhabi,0.15952923211594133,False
kia,cerato,2021,61159,81446,Sedan,Sharjah,0.17941970652388467,False
dodge,charger,2019,52179,217621,Sports Car,Ajman,0.19763540932735885,False
mercedes-benz,e-class,2023,586897,71999,Sedan,Dubai,0.10274491759481197,False
chrysler,200cev200,2019,19334,84685,Sedan,Dubai,0.19447706419876393,False
toyota,prado,2015,109661,191237,SUV,Dubai,0.20473058766910862,False
toyota,rav-4,2005,141229,15530,SUV,Dubai,0.10233257452793965,False
dodge,charger,2021,57972,211077,Sports Car,Ajman,0.19276349400251208,False
land-rover,range-rover,2016,386907,279715,SUV,Dubai,0.1336567123907223,False
bmw,6-series,2013,24045,219829,Soft Top Convertible,Dubai,0.19904374266165337,False
bmw,7-series,2008,34880,97703,Sedan,Dubai,0.16401819303990217,False
hyundai,other,2007,41216,54935,Sedan,Sharjah,0.1727282261241475,False
jeep,grand-cherokee,2010,186738,252128,SUV,Dubai,0.18533002290004713,False
rolls-royce,cullinan,2020,2811800,143933,SUV,Dubai,-0.07580589037118424,True
toyota,land-cruiser,2009,88360,91707,SUV,Dubai,0.17740674495377845,False
land-rover,range-rover-sport,2021,81058,233699,SUV,Dubai,0.16155367734928094,False
mazda,cx-9,2023,27830,176811,SUV,Dubai,0.18360071976396575,False
toyota,hiace,2014,61837,51123,Van,Dubai,0.19375998971656466,False
land-rover,range-rover-sport,2010,282172,37803,SUV,Dubai,0.1472237750867461,False
honda,accord,2017,46093,213396,Sedan,Dubai,0.19768032486092618,False
mercedes-benz,g-class,2008,1104607,149114,SUV,Dubai,0.0711934053833192,False
ferrari,812-superfast,2016,1077521,85523,SUV,Dubai,-0.023485196034835787,True
renault,koleos,2016,25992,63194,SUV,Dubai,0.19061660659576374,False
ford,mustang,2010,60457,200030,Coupe,Abu Dhabi,0.19922170428299946,False
rolls-royce,cullinan,2012,2212245,239909,SUV,Dubai,-0.06242711812359891,True
mazda,3,2021,44406,175785,Sedan,Dubai,0.18914660685106316,False
porsche,cayenne,2017,445051,240738,SUV,Dubai,0.040251956153219526,False
mazda,6,2006,71015,56092,Sedan,Dubai,0.15359935702931826,False
jeep,grand-cherokee,2015,72170,250900,SUV,Dubai,0.19780073070167958,False
bentley,bentayga,2005,756870,284110,SUV,Dubai,-0.05624396564998657,True
dodge,challenger,2021,43808,173881,Sedan,Sharjah,0.20017539005609947,False
aston-martin,vantage,2016,163168,46933,Coupe,Dubai,0.048830494376460365,False
mini,cooper,2017,232746,294071,Hatchback,Dubai,0.11821327818892946,False
lincoln,continental,2020,105200,126646,Sedan,Dubai,0.2039225430293119,False
land-rover,range-rover-sport,2020,130864,214794,SUV,Dubai,0.19361149493580898,False
suzuki,ertiga,2005,29041,206439,SUV,Sharjah,0.14379139174593114,False
nissan,armada,2007,104437,102578,Sedan,Sharjah,0.1655268542734284,False
lexus,rx-series,2008,24376,205593,SUV,Dubai,0.18418853019181386,False
jeep,grand-cherokee,2018,32360,239362,SUV,Abu Dhabi,0.1977337167461627,False
mercedes-benz,c-class,2019,299193,80331,Coupe,Abu Dhabi,0.16671924404550553,False
volvo,xc60,2012,115516,282022,SUV,Dubai,0.1582252414771903,False
chrysler,300m300c,2009,38699,246688,Sedan,Sharjah,0.18373823721728694,False
porsche,cayenne,2018,641051,139817,SUV,Dubai,0.05490468942596882,False
maserati,granturismo,2015,197564,120080,Coupe,Dubai,0.0618028246427651,False
ford,f-series-pickup,2016,270548,224004,Pick Up Truck,Dubai,0.17175098470379568,False
lexus,lx600,2006,664867,163758,SUV,Dubai,0.09124079191422341,False
dodge,dart,2014,25381,235890,Sedan,Dubai,0.19141463849891055,False
jeep,wrangler,2020,47287,75229,SUV,Sharjah,0.19938067075549532,False
bmw,4-series,2018,135316,206009,Hatchback,Dubai,0.18473334230156163,False
jaguar,xj-series,2018,55588,142917,Sedan,Dubai,0.19161041958995684,False
ford,f-series-pickup,2008,480800,109226,Pick Up Truck,Dubai,0.13296744219662654,False
mitsubishi,l200,2011,77898,61601,Pick Up Truck,Dubai,0.19205666003602645,False
land-rover,range-rover,2011,346420,256274,Crossover,Dubai,0.1496986435029643,False
toyota,land-cruiser,2021,106090,29809,SUV,Dubai,0.17054275891815546,False
chevrolet,captiva,2014,27930,102416,SUV,Dubai,0.21364205626716087,False
mitsubishi,pajero,2012,33129,171789,SUV,Dubai,0.20814665266701016,False
mercedes-benz,gl-class,2021,114468,29194,SUV,Dubai,0.14836356196237077,False
mercedes-benz,glk,2005,77532,23609,SUV,Dubai,0.11925190638532257,False
volkswagen,touareg,2018,122649,154027,SUV,Dubai,0.21286675969758095,False
toyota,land-cruiser,2023,389891,156397,SUV,Dubai,0.13578007962922356,False
peugeot,other,2008,108682,274785,Sedan,Abu Dhabi,0.15401505926834136,False
mercedes-benz,cls-class,2012,326800,168115,Coupe,Dubai,0.1760991235087621,False
lamborghini,urus,2018,1692964,84868,SUV,Dubai,-0.001134307246285271,True
toyota,sienna,2014,25456,278461,Van,Dubai,0.177616918597865,False
nissan,altima,2009,36066,251638,Sedan,Dubai,0.17377108827797716,False
mercedes-benz,s-class,2018,94719,189261,Sedan,Dubai,0.195827198233828,False
rolls-royce,cullinan,2012,3168401,174045,SUV,Dubai,-0.07299250758585352,True
lexus,is-series,2005,76266,244684,Sedan,Dubai,0.14666218220865768,False
nissan,patrol,2007,127089,210436,SUV,Dubai,0.16715227071986943,False
nissan,altima,2006,12157,199090,Sedan,Sharjah,0.14542572084199407,False
bmw,5-series,2021,20830,45008,Sedan,Dubai,0.17029180029540147,False
jeep,grand-cherokee,2007,40858,142912,SUV,Dubai,0.15879550680526155,False
mercedes-benz,s-class,2024,34282,78954,Sedan,Dubai,0.1283703742383978,False
land-rover,range-rover,2007,158873,207799,Wagon,Sharjah,0.16267955804839868,False
bmw,x6,2023,237877,35466,SUV,Dubai,0.1252839562838446,False
porsche,carrera,2007,602833,285593,Sports Car,Dubai,-0.009053271996391388,True
nissan,patrol,2006,102989,221122,SUV,Sharjah,0.173002324073174,False
volkswagen,id4,2010,115545,80690,Crossover,Dubai,0.19637115709993613,False
nissan,patrol,2024,195987,255939,SUV,Dubai,0.12014621816435511,False
dodge,charger,2021,29761,183491,Sedan,Dubai,0.20086217589591687,False
porsche,cayenne,2011,400630,265800,SUV,Dubai,0.03128358165640077,False
lincoln,continental,2019,137345,37621,Sedan,Abu Dhabi,0.18548216001365925,False
porsche,panamera,2023,172343,158792,Sedan,Abu Dhabi,0.030057314858349393,False
mercedes-benz,s-class,2023,50962,268466,Sedan,Abu Dhabi,0.15827146674344228,False
toyota,prado,2016,152122,100112,SUV,Dubai,0.20798177163755954,False
porsche,carrera,2015,816451,25103,Coupe,Dubai,0.004627533846252918,False
mercedes-benz,s-class,2015,1364264,109179,Sedan,Dubai,0.0500852204707708,False
hyundai,other,2005,33117,35098,Pick Up Truck,Sharjah,0.12258853233895739,False
ferrari,f12,2013,696220,234085,Coupe,Dubai,-0.00951702487147843,True
ford,f-series-pickup,2010,281573,22796,SUV,Sharjah,0.14808620632820169,False
nissan,patrol,2015,140980,92285,SUV,Sharjah,0.20959245297220447,False
nissan,patrol,2022,342209,238303,SUV,Dubai,0.1317393120206805,False
toyota,prado,2010,181742,286251,SUV,Dubai,0.155987631202044,False
bmw,6-series,2015,117020,109541,Sedan,Dubai,0.21377769532421692,False
chevrolet,tahoe,2015,24811,232231,SUV,Sharjah,0.17120563809020245,False
kia,sedona,2016,44572,188918,Van,Dubai,0.21758740633555573,False
toyota,tundra,2009,30703,294069,SUV,Al Ain,0.1142332461787402,False
jeep,grand-cherokee,2012,36837,230282,SUV,Dubai,0.17133098159002003,False
nissan,patrol,2019,270407,190502,SUV,Dubai,0.1759527389690813,False
jeep,grand-cherokee,2020,29279,226250,SUV,Dubai,0.16298218559257238,False
land-rover,range-rover-velar,2022,263976,129824,SUV,Dubai,0.1678594735108394,False
nissan,maxima,2009,56326,198039,Sedan,Dubai,0.19369909079681513,False
lexus,rx-series,2013,123516,219053,SUV,Dubai,0.20542087459476616,False
bmw,x5,2012,42954,69793,SUV,Dubai,0.18025936698172207,False
jeep,grand-cherokee,2014,66051,234261,SUV,Dubai,0.2044156566288961,False
mercedes-benz,s-class,2009,35910,183880,Sedan,Dubai,0.2029544789680251,False
nissan,gt-r,2007,226030,33290,Sedan,Sharjah,0.1484657781103147,False
bmw,7-series,2017,294016,217700,Sedan,Dubai,0.14439947033509237,False
audi,q7,2024,147267,214414,SUV,Dubai,0.1558928872642586,False
volkswagen,touareg,2017,115199,102458,SUV,Dubai,0.21069787531561956,False
nissan,kicks,2024,57095,37838,SUV,Dubai,0.12250748075049867,False
toyota,fj-cruiser,2010,61768,99977,SUV,Dubai,0.21094310551550277,False
bmw,5-series,2018,61947,268102,Sedan,Dubai,0.1790703295813958,False
chevrolet,caprice,2007,44017,23239,Sedan,Dubai,0.12784102034508904,False
audi,q7,2005,72040,265811,SUV,Dubai,0.1488553536584048,False
jeep,grand-cherokee,2009,202871,74134,SUV,Dubai,0.1724745032616276,False
chevrolet,blazer,2017,53586,214413,SUV,Sharjah,0.20906631742419363,False
porsche,panamera,2019,414210,227297,Sedan,Dubai,0.04121548972850464,False
toyota,prado,2021,81341,99762,SUV,Dubai,0.19428630488694576,False
toyota,tundra,2008,97257,48584,Pick Up Truck,Sharjah,0.15939906336370824,False
bmw,x5,2017,195084,86164,SUV,Dubai,0.1871374506581675,False
lexus,rx-series,2010,178290,84089,SUV,Dubai,0.19972405676903215,False
gmc,yukon,2019,300886,146464,SUV,Dubai,0.1708102673968136,False
lexus,ls-series,2008,64326,32329,Sedan,Abu Dhabi,0.14926833826029484,False
gmc,yukon,2008,125335,262777,SUV,Dubai,0.16245367339246142,False
mitsubishi,pajero,2020,85311,299243,SUV,Dubai,0.153300147858546,False
jeep,wrangler-unlimited,2022,64117,251272,SUV,Dubai,0.17550640770711806,False
nissan,patrol,2020,72045,270297,SUV,Dubai,0.17610753665837414,False
lamborghini,urus,2018,2306721,122898,SUV,Dubai,-0.02524826296808902,True
honda,city,2015,10979,223034,Sedan,Dubai,0.17698277074351393,False
audi,tt,2022,52565,190721,Soft Top Convertible,Dubai,0.17763247185937253,False
lincoln,navigator,2021,254739,283320,SUV,Dubai,0.14471616862993425,False
mercedes-benz,g-class,2018,766280,40346,SUV,Dubai,0.0967895715254179,False
hyundai,tucson,2005,49826,168210,Other,Dubai,0.15551461294494018,False
nissan,armada,2007,20950,23099,SUV,Abu Dhabi,0.11809817806029133,False
jeep,grand-cherokee,2022,276632,188782,SUV,Dubai,0.15912505865553794,False
hyundai,palisade,2023,180372,158714,SUV,Dubai,0.17320217204050298,False
ford,f-series-pickup,2013,184095,251629,Pick Up Truck,Dubai,0.18731743716243432,False
land-rover,lr2,2017,44200,150688,SUV,Dubai,0.20695562835323233,False
porsche,cayenne,2017,199949,57363,SUV,Dubai,0.05661604857725955,False
toyota,tundra,2010,55457,271419,SUV,Sharjah,0.1483126046581163,False
porsche,cayman,2018,329997,186968,Sports Car,Abu Dhabi,0.02951868857953177,False
mercedes-benz,c-class,2005,226901,200472,Coupe,Dubai,0.12062416857364389,False
toyota,land-cruiser,2021,72825,145819,SUV,Sharjah,0.20110764086206034,False
dodge,charger,2013,64651,263344,Sedan,Dubai,0.1950673028448131,False
land-rover,range-rover-sport,2014,74779,63089,SUV,Dubai,0.1818685878290704,False
mercedes-benz,g-class,2012,305825,240781,SUV,Dubai,0.16664261648141293,False
hyundai,sonata,2016,41214,283901,Sedan,Sharjah,0.16743080022402074,False
bmw,6-series,2010,27332,191388,Coupe,Dubai,0.2018656888307367,False
